Id_produktu,Producent,Nazwa,Pojemnosc,Jednostka,Cena_netto,VAT,Cena_brutto,Cena_strona,Marza,Status
277,Pharmovit,NAC 600mg,120,kapsułki,77.89,0.08,84.12,103.47,0.23,Nieaktywny
278,Medica Herbs,Żelazo w płynie,30,kapsułki,123.68,0.08,133.57,185.66,0.39,Aktywny
279,Formeds,Żelazo w płynie,50,ml,125.89,0.05,132.18,175.8,0.33,Aktywny
280,Medica Herbs,Kurkumina C3,30,kapsułki,139.65,0.23,171.77,243.91,0.42,Aktywny
281,Skoczylas,Witamina C,30,kapsułki,64.18,0.23,78.94,89.99,0.14,Aktywny
282,Kenay,Melatonina 1mg,300,tabletki,100.51,0.23,123.63,178.03,0.44,Aktywny
283,Organis,Melatonina 1mg,30,tabletki,127.18,0.08,137.35,164.82,0.2,Aktywny
284,HempKing,Kolagen Type II,30,kapsułki,71.88,0.08,77.63,106.35,0.37,Aktywny
285,Medica Herbs,Bacopa Monnieri,150,ml,70.88,0.05,74.42,98.23,0.32,Aktywny
286,Aliness,Gotu Kola,90,tabletki,138.39,0.08,149.46,216.72,0.45,Nieaktywny
287,Sanct Bernhard,Witamina E naturalna,180,kapsułki,116.82,0.08,126.17,151.4,0.2,Aktywny
288,Invent Farm,Ginkgo Biloba,30,ml,50.76,0.05,53.3,70.36,0.32,Nieaktywny
289,Star Life,Melatonina 1mg,150,ml,66.53,0.05,69.86,84.53,0.21,Aktywny
290,Kenay,Kurkumina C3,30,tabletki,53.49,0.08,57.77,86.08,0.49,Nieaktywny
291,Medica Herbs,Cynk organiczny,50,ml,124.33,0.05,130.55,187.99,0.44,Aktywny
292,Pileje,Koenzym Q10,30,ml,121.57,0.05,127.65,169.77,0.33,Aktywny
293,HempKing,Magnez 4 formy,120,kapsułki,79.89,0.08,86.28,95.77,0.11,Aktywny
294,Pileje,Różeniec górski,180,kapsułki,137.48,0.23,169.1,250.27,0.48,Aktywny
295,Health Labs,Miedź Chelatowana,30,ml,88.48,0.05,92.9,104.98,0.13,Aktywny
296,Health Labs,Witamina D,500,ml,132.71,0.05,139.35,174.19,0.25,Aktywny
297,Yango,Ginkgo Biloba,20,ml,63.04,0.05,66.19,74.79,0.13,Aktywny
298,Lab One,Cynk organiczny,30,tabletki,129.04,0.08,139.36,164.44,0.18,Aktywny
299,Aliness,Potas,150,ml,53.89,0.05,56.58,67.33,0.19,Aktywny
300,Organis,Koenzym Q10,150,ml,110.21,0.05,115.72,172.42,0.49,Aktywny
301,MyVita,Selen + E,300,kapsułki,86.75,0.23,106.7,157.92,0.48,Aktywny
302,Sanct Bernhard,Witamina E naturalna,300,kapsułki,52.16,0.08,56.33,75.48,0.34,Aktywny
303,UNS,Potas,60,kapsułki,110.9,0.23,136.41,165.06,0.21,Aktywny
304,NatVita,Kurkumina C3,180,kapsułki,119.41,0.23,146.87,173.31,0.18,Aktywny
305,Aliness,Witamina E naturalna,250,ml,136.45,0.05,143.27,213.47,0.49,Aktywny
306,Formeds,Witamina C,30,ml,132.28,0.05,138.89,170.83,0.23,Nieaktywny
307,Pharmovit,Maca Bio,60,kapsułki,100.95,0.08,109.03,163.55,0.5,Nieaktywny
308,Progress Labs,Cynk organiczny,120,tabletki,64.79,0.08,69.97,101.46,0.45,Aktywny
309,Kenay,Saccharomyces Boulardii,60,tabletki,123.45,0.08,133.33,196.0,0.47,Aktywny
310,Formeds,NAC 600mg,300,tabletki,60.79,0.08,65.65,75.5,0.15,Aktywny
311,Wish,Melatonina 1mg,60,tabletki,96.94,0.23,119.24,164.55,0.38,Aktywny
312,Lab One,Krzem Organiczny,60,tabletki,122.61,0.23,150.81,176.45,0.17,Nieaktywny
313,Pileje,Gotu Kola,30,tabletki,101.66,0.08,109.79,121.87,0.11,Aktywny
314,Alto Pharma,Synbiotyk z Inuliną,20,ml,100.74,0.05,105.78,140.69,0.33,Aktywny
315,Wish,Magnez 4 formy,180,tabletki,68.82,0.08,74.33,105.55,0.42,Aktywny
316,Sanct Bernhard,Żeń-Szeń Koreański,250,ml,144.15,0.05,151.36,214.93,0.42,Aktywny
317,Aliness,Witamina D,180,tabletki,106.19,0.08,114.69,144.51,0.26,Nieaktywny
318,Invent Farm,Koenzym Q10,20,ml,104.56,0.05,109.79,132.85,0.21,Aktywny
319,HempKing,Witamina E naturalna,1000,ml,149.53,0.05,157.01,205.68,0.31,Aktywny
320,Star Life,Selen + E,180,kapsułki,86.23,0.08,93.13,122.93,0.32,Nieaktywny
321,MyVita,Melatonina 1mg,1000,ml,109.3,0.05,114.77,149.2,0.3,Aktywny
322,Star Life,Melatonina 1mg,20,ml,67.84,0.05,71.23,86.19,0.21,Aktywny
323,Lab One,Witamina E naturalna,300,tabletki,143.5,0.23,176.5,231.22,0.31,Nieaktywny
324,Invent Farm,Kurkumina C3,180,kapsułki,52.83,0.23,64.98,90.32,0.39,Aktywny
325,Lab One,Synbiotyk z Inuliną,30,kapsułki,107.68,0.08,116.29,165.13,0.42,Nieaktywny
326,Progress Labs,Witamina C,300,tabletki,105.44,0.23,129.69,171.19,0.32,Aktywny
327,MyVita,Kurkumina C3,250,ml,105.01,0.05,110.26,158.77,0.44,Aktywny
328,Mito-Pharma,Magnez 4 formy,500,ml,110.68,0.05,116.21,132.48,0.14,Nieaktywny
329,Mito-Pharma,Probiotyk 10 szczepów,150,ml,91.66,0.05,96.24,126.07,0.31,Nieaktywny
330,Progress Labs,Potas,90,tabletki,138.75,0.23,170.66,254.28,0.49,Aktywny
331,Kenay,L-teanina,1000,ml,138.38,0.05,145.3,171.45,0.18,Aktywny
332,Kenay,Magnez 4 formy,90,tabletki,118.24,0.23,145.44,162.89,0.12,Aktywny
333,Pileje,Witamina E naturalna,90,kapsułki,90.8,0.23,111.68,126.2,0.13,Aktywny
334,Health Labs,Synbiotyk z Inuliną,120,kapsułki,101.94,0.23,125.39,151.72,0.21,Aktywny
335,Yango,Maca Bio,1000,ml,142.59,0.05,149.72,185.65,0.24,Aktywny
336,NatVita,Potas,30,kapsułki,75.68,0.08,81.73,90.72,0.11,Aktywny
337,Solgar,Magnez 4 formy,50,ml,139.43,0.05,146.4,215.21,0.47,Aktywny
338,Mito-Pharma,Witamina E naturalna,180,kapsułki,135.4,0.23,166.54,194.85,0.17,Nieaktywny
339,Diochi,Żelazo w płynie,30,kapsułki,78.87,0.23,97.01,123.2,0.27,Aktywny
340,Progress Labs,Różeniec górski,1000,ml,148.42,0.05,155.84,204.15,0.31,Aktywny
341,Solgar,Kurkumina C3,1000,ml,56.63,0.05,59.46,67.78,0.14,Aktywny
342,MyVita,Krzem Organiczny,120,kapsułki,102.33,0.23,125.87,144.75,0.15,Aktywny
343,Organis,NAC 600mg,500,ml,117.93,0.05,123.83,167.17,0.35,Nieaktywny
344,Diochi,Synbiotyk z Inuliną,60,kapsułki,72.08,0.08,77.85,96.53,0.24,Aktywny
345,Inwet Herbs,Potas,120,kapsułki,92.38,0.23,113.63,161.35,0.42,Aktywny
346,Alto Pharma,Omega-3 z alg,180,tabletki,55.37,0.23,68.11,84.46,0.24,Aktywny
347,Skoczylas,Maca Bio,1000,ml,69.95,0.05,73.45,86.67,0.18,Nieaktywny
348,Inwet Herbs,Omega-3 z alg,300,tabletki,148.17,0.08,160.02,206.43,0.29,Aktywny
349,Solgar,Melatonina 1mg,50,ml,112.24,0.05,117.85,149.67,0.27,Aktywny
350,Yango,Koenzym Q10,60,kapsułki,52.02,0.23,63.98,74.22,0.16,Nieaktywny
351,Solgar,Potas,90,tabletki,146.72,0.23,180.47,209.35,0.16,Aktywny
352,Lab One,Magnez 4 formy,30,tabletki,120.27,0.23,147.93,210.06,0.42,Aktywny
353,Sanct Bernhard,Witamina E naturalna,120,kapsułki,101.43,0.23,124.76,164.68,0.32,Aktywny
354,Biowen,Probiotyk 10 szczepów,60,kapsułki,124.97,0.08,134.97,153.87,0.14,Aktywny
355,Mito-Pharma,Saccharomyces Boulardii,30,ml,96.99,0.05,101.84,128.32,0.26,Aktywny
356,Biowen,Cynk organiczny,250,ml,59.19,0.05,62.15,82.66,0.33,Aktywny
357,MyVita,Krzem Organiczny,30,kapsułki,132.16,0.08,142.73,196.97,0.38,Aktywny
358,Pileje,Żeń-Szeń Koreański,300,kapsułki,127.46,0.08,137.66,192.72,0.4,Aktywny
359,Yango,Witamina D,250,ml,106.04,0.05,111.34,129.15,0.16,Aktywny
360,Wish,Kolagen Type II,180,tabletki,93.22,0.23,114.66,143.32,0.25,Aktywny
361,Star Life,Żelazo w płynie,1000,ml,102.87,0.05,108.01,145.81,0.35,Aktywny
362,HempKing,Kolagen Type II,60,kapsułki,78.56,0.23,96.63,123.69,0.28,Aktywny
363,Medica Herbs,Żelazo w płynie,60,kapsułki,76.41,0.23,93.98,128.75,0.37,Aktywny
364,Alto Pharma,Witamina A,500,ml,131.9,0.05,138.5,182.82,0.32,Aktywny
365,UNS,Selen + E,120,tabletki,101.28,0.23,124.57,170.66,0.37,Aktywny
366,HempKing,Probiotyk 10 szczepów,60,kapsułki,93.89,0.08,101.4,135.88,0.34,Aktywny
367,MyVita,Synbiotyk z Inuliną,20,ml,77.11,0.05,80.97,92.31,0.14,Aktywny
368,HempKing,Witamina E naturalna,250,ml,140.36,0.05,147.38,166.54,0.13,Aktywny
369,Alto Pharma,Witamina C,90,tabletki,89.85,0.08,97.04,111.6,0.15,Aktywny
370,MyVita,Ashwagandha Extra,90,kapsułki,53.75,0.23,66.11,73.38,0.11,Aktywny
371,Organis,Maślan sodu,250,ml,107.68,0.05,113.06,151.5,0.34,Aktywny
372,HempKing,L-teanina,300,kapsułki,56.91,0.08,61.46,81.74,0.33,Aktywny
373,Solgar,Kurkumina C3,150,ml,107.23,0.05,112.59,161.0,0.43,Aktywny
374,Lab One,Melatonina 1mg,500,ml,143.66,0.05,150.84,190.06,0.26,Aktywny
375,Inwet Herbs,Maca Bio,180,kapsułki,121.46,0.08,131.18,174.47,0.33,Aktywny
376,Star Life,Ginkgo Biloba,30,ml,131.32,0.05,137.89,179.26,0.3,Nieaktywny
377,Diochi,Koenzym Q10,300,tabletki,102.03,0.08,110.19,159.78,0.45,Aktywny
378,Inwet Herbs,Magnez 4 formy,60,kapsułki,50.55,0.23,62.18,87.05,0.4,Aktywny
379,HempKing,Żelazo w płynie,30,ml,121.55,0.05,127.63,176.13,0.38,Aktywny
380,Mito-Pharma,Melatonina 1mg,90,kapsułki,91.12,0.23,112.08,162.52,0.45,Aktywny
381,Lab One,Witamina C,500,ml,82.89,0.05,87.03,108.79,0.25,Aktywny
382,MyVita,Krzem Organiczny,1000,ml,102.06,0.05,107.16,145.74,0.36,Aktywny
383,Star Life,Gotu Kola,90,tabletki,76.21,0.23,93.74,113.43,0.21,Aktywny
384,UNS,Różeniec górski,500,ml,64.92,0.05,68.17,83.17,0.22,Nieaktywny
385,Solgar,L-teanina,90,tabletki,135.08,0.08,145.89,176.53,0.21,Aktywny
386,Solgar,Koenzym Q10,30,tabletki,141.03,0.08,152.31,194.96,0.28,Nieaktywny
387,Solgar,Kolagen Type II,30,ml,103.54,0.05,108.72,157.64,0.45,Aktywny
388,Organis,Krzem Organiczny,150,ml,110.69,0.05,116.22,147.6,0.27,Aktywny
389,Yango,Synbiotyk z Inuliną,60,kapsułki,81.48,0.23,100.22,148.33,0.48,Aktywny
390,UNS,Maślan sodu,60,kapsułki,132.44,0.08,143.04,175.94,0.23,Aktywny
391,Star Life,Żeń-Szeń Koreański,90,tabletki,50.55,0.23,62.18,91.4,0.47,Aktywny
392,NatVita,Żeń-Szeń Koreański,60,tabletki,114.09,0.08,123.22,184.83,0.5,Aktywny
393,Organis,Saccharomyces Boulardii,1000,ml,69.08,0.05,72.53,95.01,0.31,Nieaktywny
394,Biowen,Kurkumina C3,50,ml,51.03,0.05,53.58,73.4,0.37,Aktywny
395,UNS,Bacopa Monnieri,180,tabletki,82.66,0.23,101.67,113.87,0.12,Aktywny
396,Alto Pharma,Witamina D,30,tabletki,115.81,0.08,125.07,177.6,0.42,Aktywny
397,Solgar,Żelazo w płynie,250,ml,62.12,0.05,65.23,73.06,0.12,Aktywny
398,Skoczylas,Maślan sodu,50,ml,81.77,0.05,85.86,121.92,0.42,Aktywny
399,Skoczylas,Bacopa Monnieri,120,tabletki,50.18,0.23,61.72,86.41,0.4,Aktywny
400,Skoczylas,Probiotyk 10 szczepów,30,tabletki,68.17,0.08,73.62,89.08,0.21,Aktywny
401,Medica Herbs,Saccharomyces Boulardii,300,tabletki,56.17,0.23,69.09,76.69,0.11,Aktywny
402,Alto Pharma,Witamina K2 MK-7,30,ml,122.12,0.05,128.23,179.52,0.4,Aktywny
403,Diochi,Bacopa Monnieri,500,ml,63.57,0.05,66.75,92.78,0.39,Aktywny
404,Yango,Witamina K2 MK-7,90,tabletki,99.49,0.08,107.45,132.16,0.23,Aktywny
405,Skoczylas,Maca Bio,180,kapsułki,89.26,0.08,96.4,109.9,0.14,Aktywny
406,Pileje,Ginkgo Biloba,50,ml,72.37,0.05,75.99,88.15,0.16,Aktywny
407,HempKing,Ginkgo Biloba,180,kapsułki,150.0,0.23,184.5,261.99,0.42,Aktywny
408,Solgar,Różeniec górski,90,tabletki,113.59,0.08,122.68,176.66,0.44,Aktywny
409,Pharmovit,Żeń-Szeń Koreański,300,kapsułki,112.48,0.08,121.48,161.57,0.33,Nieaktywny
410,Organis,Różeniec górski,120,tabletki,74.16,0.23,91.22,124.97,0.37,Aktywny
411,Sanct Bernhard,Krzem Organiczny,30,tabletki,77.64,0.23,95.5,140.38,0.47,Aktywny
412,Kenay,Maca Bio,30,kapsułki,116.77,0.08,126.11,143.77,0.14,Nieaktywny
413,Health Labs,Synbiotyk z Inuliną,250,ml,63.72,0.05,66.91,74.27,0.11,Aktywny
414,Formeds,Kurkumina C3,300,tabletki,112.98,0.08,122.02,164.73,0.35,Aktywny
415,Lab One,Maca Bio,60,kapsułki,126.67,0.23,155.8,180.73,0.16,Aktywny
416,Diochi,Magnez 4 formy,150,ml,63.08,0.05,66.23,98.68,0.49,Aktywny
417,UNS,Potas,500,ml,81.54,0.05,85.62,106.17,0.24,Aktywny
418,MyVita,Ginkgo Biloba,20,ml,138.04,0.05,144.94,184.07,0.27,Nieaktywny
419,Pileje,Witamina K2 MK-7,120,tabletki,130.39,0.23,160.38,221.32,0.38,Aktywny
420,Aliness,Probiotyk 10 szczepów,150,ml,63.06,0.05,66.21,94.02,0.42,Aktywny
421,Invent Farm,Witamina D,300,kapsułki,130.58,0.23,160.61,205.58,0.28,Aktywny
422,Mito-Pharma,Różeniec górski,180,kapsułki,146.41,0.23,180.08,259.32,0.44,Aktywny
423,Diochi,Witamina D,300,tabletki,131.92,0.08,142.47,165.27,0.16,Aktywny
424,Health Labs,Potas,30,kapsułki,90.34,0.08,97.57,111.23,0.14,Nieaktywny
425,Organis,Koenzym Q10,50,ml,81.97,0.05,86.07,96.4,0.12,Aktywny
426,Kenay,Krzem Organiczny,30,ml,66.6,0.05,69.93,99.3,0.42,Aktywny
427,Skoczylas,Ginkgo Biloba,120,tabletki,79.04,0.08,85.36,122.06,0.43,Aktywny
428,Star Life,Witamina D,150,ml,104.93,0.05,110.18,133.32,0.21,Aktywny
429,Biowen,Ashwagandha Extra,500,ml,93.45,0.05,98.12,132.46,0.35,Aktywny
430,Skoczylas,Gotu Kola,60,kapsułki,67.03,0.08,72.39,96.28,0.33,Aktywny
431,Wish,Selen + E,90,kapsułki,69.19,0.08,74.73,91.17,0.22,Aktywny
432,Pharmovit,Żeń-Szeń Koreański,120,tabletki,100.51,0.23,123.63,168.14,0.36,Aktywny
433,Biowen,Maca Bio,30,tabletki,118.76,0.23,146.07,163.6,0.12,Aktywny
434,Progress Labs,Ashwagandha Extra,250,ml,50.98,0.05,53.53,63.17,0.18,Aktywny
435,HempKing,Różeniec górski,120,kapsułki,123.42,0.23,151.81,217.09,0.43,Aktywny
436,NatVita,Krzem Organiczny,300,kapsułki,127.63,0.08,137.84,194.35,0.41,Nieaktywny
437,Progress Labs,Witamina K2 MK-7,300,kapsułki,136.69,0.23,168.13,232.02,0.38,Aktywny
438,Invent Farm,Witamina K2 MK-7,300,tabletki,109.3,0.08,118.04,142.83,0.21,Aktywny
439,Pharmovit,Cynk organiczny,180,tabletki,57.24,0.08,61.82,70.47,0.14,Aktywny
440,Medica Herbs,Bacopa Monnieri,180,kapsułki,140.37,0.23,172.66,252.08,0.46,Aktywny
441,Yango,Selen + E,180,tabletki,116.72,0.23,143.57,209.61,0.46,Nieaktywny
442,Health Labs,Witamina C,180,kapsułki,124.14,0.23,152.69,167.96,0.1,Aktywny
443,HempKing,Gotu Kola,50,ml,52.32,0.05,54.94,81.86,0.49,Nieaktywny
444,MyVita,Różeniec górski,500,ml,87.98,0.05,92.38,111.78,0.21,Nieaktywny
445,Alto Pharma,Różeniec górski,1000,ml,66.85,0.05,70.19,96.16,0.37,Aktywny
446,Invent Farm,Ashwagandha Extra,1000,ml,106.37,0.05,111.69,129.56,0.16,Aktywny
447,Skoczylas,Witamina A,250,ml,122.78,0.05,128.92,155.99,0.21,Aktywny
448,Skoczylas,Cynk organiczny,120,kapsułki,132.88,0.23,163.44,235.35,0.44,Aktywny
449,Sanct Bernhard,NAC 600mg,30,tabletki,143.49,0.08,154.97,189.06,0.22,Aktywny
450,Alto Pharma,Magnez 4 formy,180,kapsułki,57.88,0.08,62.51,78.76,0.26,Aktywny
451,MyVita,Synbiotyk z Inuliną,50,ml,133.7,0.05,140.38,196.53,0.4,Aktywny
452,Diochi,Omega-3 z alg,90,tabletki,147.57,0.23,181.51,265.0,0.46,Nieaktywny
453,HempKing,Ginkgo Biloba,300,tabletki,122.19,0.08,131.97,188.72,0.43,Aktywny
454,UNS,Probiotyk 10 szczepów,120,kapsułki,120.01,0.23,147.61,200.75,0.36,Aktywny
455,Kenay,Witamina E naturalna,120,kapsułki,125.13,0.23,153.91,224.71,0.46,Aktywny
456,Aliness,Kurkumina C3,60,tabletki,85.76,0.23,105.48,137.12,0.3,Aktywny
457,Skoczylas,Cynk organiczny,120,tabletki,95.96,0.23,118.03,148.72,0.26,Aktywny
458,Lab One,Kolagen Type II,500,ml,90.67,0.05,95.2,110.43,0.16,Aktywny
459,Alto Pharma,NAC 600mg,30,ml,100.32,0.05,105.34,129.57,0.23,Aktywny
460,Lab One,Maca Bio,30,ml,149.92,0.05,157.42,210.94,0.34,Aktywny
461,MyVita,Żeń-Szeń Koreański,30,kapsułki,123.69,0.23,152.14,181.05,0.19,Aktywny
462,Invent Farm,Potas,30,tabletki,144.87,0.23,178.19,263.72,0.48,Aktywny
463,Inwet Herbs,Synbiotyk z Inuliną,90,tabletki,78.28,0.08,84.54,126.81,0.5,Aktywny
464,HempKing,Witamina E naturalna,1000,ml,119.09,0.05,125.04,186.31,0.49,Aktywny
465,Invent Farm,Żelazo w płynie,500,ml,86.25,0.05,90.56,110.48,0.22,Aktywny
466,Star Life,Żeń-Szeń Koreański,20,ml,112.77,0.05,118.41,149.2,0.26,Aktywny
467,Health Labs,Kurkumina C3,180,kapsułki,87.64,0.23,107.8,160.62,0.49,Aktywny
468,Formeds,Saccharomyces Boulardii,120,kapsułki,92.91,0.23,114.28,163.42,0.43,Aktywny
469,Mito-Pharma,Witamina K2 MK-7,300,tabletki,138.14,0.08,149.19,171.57,0.15,Aktywny
470,Mito-Pharma,Witamina D,120,tabletki,141.56,0.08,152.88,227.79,0.49,Aktywny
471,MyVita,Selen + E,120,kapsułki,147.99,0.23,182.03,231.18,0.27,Aktywny
472,Pharmovit,Potas,300,kapsułki,143.15,0.08,154.6,225.72,0.46,Aktywny
473,NatVita,Miedź Chelatowana,300,tabletki,91.35,0.08,98.66,136.15,0.38,Aktywny
474,Progress Labs,L-teanina,150,ml,91.12,0.05,95.68,132.04,0.38,Aktywny
475,NatVita,Żeń-Szeń Koreański,120,tabletki,52.8,0.23,64.94,75.33,0.16,Aktywny
476,Medica Herbs,Synbiotyk z Inuliną,30,ml,131.77,0.05,138.36,166.03,0.2,Nieaktywny
477,Medica Herbs,Kolagen Type II,300,kapsułki,67.43,0.23,82.94,114.46,0.38,Aktywny
478,Pileje,L-teanina,90,kapsułki,92.27,0.08,99.65,121.57,0.22,Aktywny
479,Pileje,Maślan sodu,250,ml,140.48,0.05,147.5,182.9,0.24,Aktywny
480,Yango,Żelazo w płynie,180,tabletki,70.36,0.08,75.99,103.35,0.36,Aktywny
481,Aliness,Selen + E,30,ml,124.87,0.05,131.11,162.58,0.24,Aktywny
482,NatVita,Maślan sodu,60,kapsułki,114.74,0.08,123.92,177.21,0.43,Aktywny
483,Inwet Herbs,Ashwagandha Extra,180,tabletki,104.31,0.08,112.65,140.81,0.25,Aktywny
484,Mito-Pharma,Maca Bio,90,tabletki,91.67,0.23,112.75,149.96,0.33,Aktywny
485,Alto Pharma,Maślan sodu,1000,ml,141.02,0.05,148.07,189.53,0.28,Aktywny
486,Mito-Pharma,Magnez 4 formy,500,ml,115.59,0.05,121.37,134.72,0.11,Aktywny
487,Organis,Omega-3 z alg,30,kapsułki,57.44,0.23,70.65,89.02,0.26,Aktywny
488,Solgar,Witamina A,30,tabletki,70.1,0.23,86.22,104.33,0.21,Aktywny
489,Diochi,Witamina E naturalna,30,kapsułki,79.07,0.08,85.4,111.87,0.31,Aktywny
490,Star Life,Witamina E naturalna,90,tabletki,139.48,0.23,171.56,257.34,0.5,Aktywny
491,Yango,Maca Bio,150,ml,86.02,0.05,90.32,124.64,0.38,Aktywny
492,Invent Farm,Saccharomyces Boulardii,60,tabletki,126.32,0.23,155.37,186.44,0.2,Aktywny
493,Alto Pharma,Różeniec górski,250,ml,125.83,0.05,132.12,169.11,0.28,Aktywny
494,HempKing,Synbiotyk z Inuliną,90,kapsułki,83.67,0.23,102.91,151.28,0.47,Nieaktywny
495,Inwet Herbs,Ginkgo Biloba,90,tabletki,140.68,0.23,173.04,204.19,0.18,Aktywny
496,Skoczylas,Bacopa Monnieri,250,ml,82.24,0.05,86.35,108.8,0.26,Aktywny
497,Medica Herbs,Probiotyk 10 szczepów,150,ml,114.01,0.05,119.71,140.06,0.17,Aktywny
498,Invent Farm,Żeń-Szeń Koreański,120,kapsułki,93.46,0.08,100.94,113.05,0.12,Aktywny
499,Yango,Witamina E naturalna,120,tabletki,133.08,0.08,143.73,194.04,0.35,Aktywny
500,Pileje,L-teanina,60,tabletki,149.39,0.08,161.34,212.97,0.32,Aktywny
501,Star Life,Żeń-Szeń Koreański,120,tabletki,94.74,0.23,116.53,161.98,0.39,Aktywny
502,Biowen,Żelazo w płynie,90,tabletki,134.15,0.08,144.88,173.86,0.2,Aktywny
503,Kenay,Witamina C,30,ml,70.12,0.05,73.63,90.56,0.23,Aktywny
504,Wish,Kolagen Type II,60,tabletki,145.86,0.23,179.41,204.53,0.14,Aktywny
505,Aliness,Witamina K2 MK-7,120,kapsułki,111.69,0.23,137.38,196.45,0.43,Aktywny
506,Star Life,NAC 600mg,120,tabletki,103.08,0.08,111.33,142.5,0.28,Aktywny
507,Solgar,Synbiotyk z Inuliną,150,ml,53.32,0.05,55.99,83.43,0.49,Aktywny
508,Health Labs,Żelazo w płynie,50,ml,138.07,0.05,144.97,172.51,0.19,Aktywny
509,Biowen,Melatonina 1mg,300,kapsułki,97.76,0.08,105.58,117.19,0.11,Nieaktywny
510,Diochi,Kurkumina C3,180,tabletki,96.49,0.23,118.68,143.6,0.21,Aktywny
511,HempKing,Żelazo w płynie,1000,ml,72.59,0.05,76.22,95.28,0.25,Aktywny
512,NatVita,Witamina E naturalna,120,tabletki,144.02,0.08,155.54,194.42,0.25,Aktywny
513,Kenay,Magnez 4 formy,120,tabletki,90.78,0.08,98.04,145.1,0.48,Aktywny
514,Medica Herbs,Synbiotyk z Inuliną,60,tabletki,71.31,0.08,77.01,90.1,0.17,Aktywny
515,Mito-Pharma,Melatonina 1mg,120,tabletki,94.12,0.23,115.77,173.66,0.5,Aktywny
516,Pileje,NAC 600mg,20,ml,69.77,0.05,73.26,81.32,0.11,Aktywny
517,Progress Labs,Witamina C,120,tabletki,100.76,0.08,108.82,145.82,0.34,Aktywny
518,Invent Farm,Maślan sodu,60,kapsułki,139.27,0.23,171.3,226.12,0.32,Aktywny
519,Skoczylas,Żeń-Szeń Koreański,300,tabletki,102.54,0.23,126.12,166.48,0.32,Aktywny
520,Lab One,Cynk organiczny,90,tabletki,113.31,0.08,122.37,159.08,0.3,Aktywny
521,MyVita,Selen + E,300,tabletki,88.67,0.23,109.06,160.32,0.47,Nieaktywny
522,Kenay,Witamina E naturalna,150,ml,103.1,0.05,108.25,146.14,0.35,Aktywny
523,Aliness,Krzem Organiczny,60,kapsułki,51.46,0.23,63.3,92.42,0.46,Nieaktywny
524,Organis,Melatonina 1mg,120,kapsułki,73.22,0.23,90.06,123.38,0.37,Aktywny
525,Yango,Saccharomyces Boulardii,90,tabletki,53.06,0.23,65.26,78.96,0.21,Aktywny
526,HempKing,Miedź Chelatowana,90,kapsułki,105.8,0.08,114.26,142.83,0.25,Aktywny
527,NatVita,Żeń-Szeń Koreański,60,kapsułki,54.7,0.08,59.08,71.49,0.21,Nieaktywny
528,Biowen,Probiotyk 10 szczepów,300,kapsułki,134.2,0.23,165.07,221.19,0.34,Aktywny
529,Invent Farm,Koenzym Q10,250,ml,73.24,0.05,76.9,111.51,0.45,Aktywny
530,Kenay,Gotu Kola,180,tabletki,127.15,0.08,137.32,177.14,0.29,Aktywny
531,Wish,Bacopa Monnieri,300,tabletki,126.65,0.23,155.78,199.4,0.28,Aktywny
532,Kenay,Żelazo w płynie,30,tabletki,68.14,0.23,83.81,93.87,0.12,Aktywny
533,Pharmovit,NAC 600mg,90,kapsułki,113.19,0.23,139.22,190.73,0.37,Aktywny
534,Inwet Herbs,Koenzym Q10,20,ml,141.49,0.05,148.56,185.7,0.25,Nieaktywny
535,Kenay,Selen + E,120,kapsułki,143.58,0.08,155.07,214.0,0.38,Aktywny
536,Biowen,Kolagen Type II,300,kapsułki,84.47,0.08,91.23,124.99,0.37,Aktywny
537,Progress Labs,Probiotyk 10 szczepów,180,tabletki,87.06,0.08,94.02,110.0,0.17,Aktywny
538,Skoczylas,Omega-3 z alg,20,ml,105.84,0.05,111.13,133.36,0.2,Aktywny
539,Skoczylas,Żeń-Szeń Koreański,250,ml,70.24,0.05,73.75,103.99,0.41,Aktywny
540,Yango,Witamina K2 MK-7,120,kapsułki,130.76,0.23,160.83,223.55,0.39,Aktywny
541,Pileje,Różeniec górski,30,kapsułki,82.23,0.23,101.14,131.48,0.3,Aktywny
542,Solgar,Melatonina 1mg,500,ml,95.26,0.05,100.02,122.02,0.22,Nieaktywny
543,Solgar,Maca Bio,30,tabletki,90.12,0.23,110.85,130.8,0.18,Aktywny
544,Lab One,Saccharomyces Boulardii,120,kapsułki,143.19,0.08,154.65,171.66,0.11,Nieaktywny
545,HempKing,Witamina E naturalna,500,ml,113.81,0.05,119.5,155.35,0.3,Aktywny
546,HempKing,Saccharomyces Boulardii,90,tabletki,105.16,0.23,129.35,164.27,0.27,Aktywny
547,Alto Pharma,NAC 600mg,60,tabletki,136.54,0.08,147.46,168.1,0.14,Aktywny
548,Lab One,Kolagen Type II,180,kapsułki,58.2,0.23,71.59,103.81,0.45,Aktywny
549,Diochi,Koenzym Q10,90,kapsułki,104.48,0.08,112.84,139.92,0.24,Aktywny
550,Kenay,Koenzym Q10,300,tabletki,98.09,0.08,105.94,134.54,0.27,Aktywny
551,Star Life,Bacopa Monnieri,20,ml,101.1,0.05,106.16,156.06,0.47,Aktywny
552,Aliness,Probiotyk 10 szczepów,150,ml,51.13,0.05,53.69,62.82,0.17,Aktywny
