Id_zamowienia,Przewoznik,Format_dostawy,Status,Data_wysylki
516,InPost,Kurier,Dostarczone,2024-05-30
517,Pocztex,Kurier Pobranie,Dostarczone,2024-01-30
518,UPS,Kurier,Dostarczone,2024-04-01
519,InPost,Kurier Pobranie,Anulowane,NULL
520,DPD,Kurier,Dostarczone,2022-06-11
521,Pocztex,Kurier Pobranie,Dostarczone,2023-01-07
522,Pocztex,Kurier,Dostarczone,2023-11-17
523,InPost,Kurier,Dostarczone,2024-08-05
524,DPD,Kurier,Dostarczone,2023-05-26
525,UPS,Kurier Pobranie,Dostarczone,2024-12-13
526,UPS,Kurier Pobranie,Dostarczone,2022-03-08
527,DHL,Kurier,Dostarczone,2024-06-10
528,InPost,Kurier Pobranie,Dostarczone,2024-03-19
529,UPS,Kurier,Dostarczone,2021-08-17
530,DHL,Paczkomat,Dostarczone,2024-09-11
531,UPS,Kurier,Anulowane,NULL
532,Pocztex,Kurier Pobranie,Dostarczone,2023-10-10
533,Pocztex,Kurier,Dostarczone,2024-12-27
534,Pocztex,Kurier,Anulowane,NULL
535,DHL,Kurier Pobranie,Dostarczone,2023-04-23
536,DPD,Kurier Pobranie,Dostarczone,2021-10-17
537,InPost,Paczkomat,Dostarczone,2024-11-25
538,InPost,Paczkomat,Dostarczone,2023-10-22
539,InPost,Kurier,Dostarczone,2023-10-11
540,InPost,Kurier,Anulowane,NULL
541,Pocztex,Kurier,Dostarczone,2024-12-20
542,UPS,Kurier,Anulowane,NULL
543,DPD,Kurier Pobranie,Dostarczone,2021-01-01
544,DPD,Kurier Pobranie,Dostarczone,2024-02-23
545,UPS,Kurier Pobranie,Dostarczone,2021-05-02
546,InPost,Paczkomat,Dostarczone,2023-04-14
547,UPS,Kurier Pobranie,Dostarczone,2024-11-10
548,InPost,Kurier,Dostarczone,2024-05-03
549,DHL,Kurier Pobranie,Dostarczone,2023-10-19
550,InPost,Kurier,Dostarczone,2024-07-01
551,UPS,Kurier,Dostarczone,2021-06-28
552,UPS,Kurier Pobranie,Anulowane,NULL
553,DPD,Kurier Pobranie,Dostarczone,2022-05-06
554,Pocztex,Kurier Pobranie,Dostarczone,2024-11-12
555,DHL,Paczkomat,Dostarczone,2024-04-01
556,DHL,Paczkomat,Dostarczone,2025-01-03
557,InPost,Kurier,Dostarczone,2024-10-18
558,Pocztex,Kurier Pobranie,Dostarczone,2024-09-18
559,DHL,Paczkomat,Anulowane,NULL
560,UPS,Kurier Pobranie,Dostarczone,2023-04-30
561,InPost,Kurier,Dostarczone,2021-11-19
562,UPS,Kurier Pobranie,Dostarczone,2024-07-29
563,DHL,Kurier Pobranie,Dostarczone,2024-10-05
564,DHL,Kurier Pobranie,Dostarczone,2023-05-24
565,Pocztex,Kurier,Dostarczone,2021-10-31
566,UPS,Kurier,Dostarczone,2022-03-24
567,DHL,Kurier,Dostarczone,2021-08-25
568,DHL,Kurier Pobranie,Anulowane,NULL
569,InPost,Paczkomat,Dostarczone,2025-01-03
570,Pocztex,Kurier,Dostarczone,2024-05-10
571,UPS,Kurier,Dostarczone,2021-07-18
572,Pocztex,Kurier Pobranie,Dostarczone,2024-07-26
573,DPD,Kurier,Dostarczone,2022-12-24
574,DPD,Kurier Pobranie,Anulowane,NULL
575,DHL,Kurier,Dostarczone,2024-08-29
576,DPD,Kurier,Dostarczone,2024-02-18
577,Pocztex,Kurier Pobranie,Dostarczone,2022-05-03
578,Pocztex,Kurier Pobranie,Dostarczone,2024-09-28
579,Pocztex,Kurier,Dostarczone,2024-07-27
580,DHL,Paczkomat,Dostarczone,2023-10-31
581,DPD,Kurier Pobranie,Dostarczone,2023-02-18
582,Pocztex,Kurier Pobranie,Dostarczone,2022-07-23
583,DPD,Kurier,Dostarczone,2024-11-21
584,DHL,Paczkomat,Dostarczone,2022-07-19
585,Pocztex,Kurier Pobranie,Dostarczone,2021-10-26
586,DHL,Kurier,Dostarczone,2020-01-08
587,DPD,Kurier,Dostarczone,2022-03-08
588,Pocztex,Kurier,Dostarczone,2024-03-11
589,DPD,Kurier,Dostarczone,2021-07-05
590,DPD,Kurier,Dostarczone,2022-07-20
591,InPost,Kurier,Anulowane,NULL
592,Pocztex,Kurier Pobranie,Anulowane,NULL
593,DPD,Kurier Pobranie,Dostarczone,2023-10-14
594,Pocztex,Kurier Pobranie,Dostarczone,2020-09-27
595,DPD,Kurier,Dostarczone,2022-06-26
596,DHL,Paczkomat,Dostarczone,2024-06-10
597,InPost,Kurier,Dostarczone,2023-07-02
598,UPS,Kurier Pobranie,Dostarczone,2022-03-17
599,InPost,Paczkomat,Dostarczone,2020-10-17
600,DHL,Paczkomat,Dostarczone,2025-01-04
601,UPS,Kurier,Dostarczone,2024-12-30
602,DHL,Kurier,Dostarczone,2024-09-21
603,DHL,Kurier,Dostarczone,2021-08-28
604,DPD,Kurier,Dostarczone,2024-01-01
605,InPost,Kurier Pobranie,Dostarczone,2023-03-28
606,DHL,Kurier Pobranie,Dostarczone,2023-02-17
607,Pocztex,Kurier,Dostarczone,2023-04-20
608,DHL,Kurier,Dostarczone,2024-07-15
609,UPS,Kurier,Anulowane,NULL
610,DPD,Kurier Pobranie,Anulowane,NULL
611,UPS,Kurier,Dostarczone,2023-10-14
612,DHL,Kurier,Dostarczone,2024-08-10
613,Pocztex,Kurier,Anulowane,NULL
614,DHL,Paczkomat,Dostarczone,2024-06-28
615,Pocztex,Kurier,Dostarczone,2024-10-21
616,Pocztex,Kurier,Dostarczone,2024-02-12
617,UPS,Kurier,Dostarczone,2024-03-04
618,DHL,Kurier Pobranie,Dostarczone,2024-04-02
619,Pocztex,Kurier Pobranie,Dostarczone,2023-04-16
620,Pocztex,Kurier,Dostarczone,2024-12-18
621,DHL,Kurier Pobranie,Dostarczone,2022-04-28
622,InPost,Kurier,Anulowane,NULL
623,InPost,Kurier Pobranie,Dostarczone,2023-05-14
624,Pocztex,Kurier Pobranie,Dostarczone,2024-09-07
625,Pocztex,Kurier,Dostarczone,2023-03-03
626,DPD,Kurier Pobranie,Dostarczone,2022-02-03
627,Pocztex,Kurier Pobranie,Dostarczone,2024-06-18
628,InPost,Kurier,Dostarczone,2023-04-13
629,DPD,Kurier Pobranie,Dostarczone,2021-08-10
630,DHL,Kurier,Anulowane,NULL
631,InPost,Kurier,Dostarczone,2024-12-24
632,Pocztex,Kurier,Dostarczone,2022-09-30
633,DPD,Kurier Pobranie,Dostarczone,2024-09-12
634,DPD,Kurier,Dostarczone,2024-12-23
635,InPost,Kurier Pobranie,Dostarczone,2024-11-15
636,UPS,Kurier,Dostarczone,2024-11-21
637,DHL,Paczkomat,Anulowane,NULL
638,InPost,Paczkomat,Dostarczone,2022-12-06
639,DPD,Kurier Pobranie,Anulowane,NULL
640,InPost,Paczkomat,Dostarczone,2024-10-10
641,DPD,Kurier,Dostarczone,2022-03-05
642,DHL,Kurier,Dostarczone,2022-03-08
643,InPost,Paczkomat,Dostarczone,2022-08-05
644,UPS,Kurier Pobranie,Dostarczone,2023-10-17
645,DPD,Kurier,Dostarczone,2022-06-29
646,UPS,Kurier Pobranie,Dostarczone,2023-07-09
647,Pocztex,Kurier,Dostarczone,2024-07-26
648,UPS,Kurier Pobranie,Dostarczone,2025-01-04
649,DHL,Paczkomat,Dostarczone,2024-04-02
650,InPost,Paczkomat,Dostarczone,2024-11-24
651,UPS,Kurier,Dostarczone,2020-10-31
652,DHL,Kurier Pobranie,Dostarczone,2023-09-28
653,DHL,Kurier,Dostarczone,2023-06-13
654,UPS,Kurier Pobranie,Anulowane,NULL
655,DPD,Kurier Pobranie,Dostarczone,2022-09-30
656,DPD,Kurier Pobranie,Dostarczone,2024-12-31
657,InPost,Kurier,Anulowane,NULL
658,Pocztex,Kurier Pobranie,Dostarczone,2024-11-06
659,UPS,Kurier,Anulowane,NULL
660,DHL,Paczkomat,Anulowane,NULL
661,Pocztex,Kurier Pobranie,Dostarczone,2023-05-23
662,DHL,Kurier Pobranie,Dostarczone,2022-03-31
663,InPost,Kurier Pobranie,Dostarczone,2024-02-06
664,InPost,Kurier Pobranie,Dostarczone,2023-08-03
665,InPost,Kurier,Anulowane,NULL
666,Pocztex,Kurier,Dostarczone,2024-01-20
667,DHL,Paczkomat,Dostarczone,2024-07-16
668,InPost,Kurier,Dostarczone,2024-07-19
669,DHL,Kurier Pobranie,Dostarczone,2024-06-20
670,Pocztex,Kurier,Dostarczone,2022-10-29
671,UPS,Kurier Pobranie,Anulowane,NULL
672,DPD,Kurier Pobranie,Anulowane,NULL
673,DPD,Kurier,Dostarczone,2022-06-09
674,DHL,Paczkomat,Anulowane,NULL
675,InPost,Kurier Pobranie,Dostarczone,2023-01-31
676,Pocztex,Kurier Pobranie,Dostarczone,2024-11-26
677,DPD,Kurier Pobranie,Dostarczone,2022-05-05
678,InPost,Paczkomat,Dostarczone,2024-09-23
679,Pocztex,Kurier,Dostarczone,2024-12-18
680,DHL,Paczkomat,Dostarczone,2020-09-02
681,DHL,Paczkomat,Anulowane,NULL
682,DPD,Kurier,Anulowane,NULL
683,InPost,Kurier Pobranie,Anulowane,NULL
684,Pocztex,Kurier,Dostarczone,2023-08-20
685,DPD,Kurier,Dostarczone,2024-07-01
686,DHL,Kurier,Anulowane,NULL
687,DPD,Kurier,Dostarczone,2024-10-17
688,UPS,Kurier Pobranie,Dostarczone,2024-08-14
689,DHL,Paczkomat,Dostarczone,2024-12-14
690,Pocztex,Kurier Pobranie,Dostarczone,2024-07-11
691,Pocztex,Kurier Pobranie,Dostarczone,2022-02-09
692,DHL,Kurier,Dostarczone,2024-07-22
693,Pocztex,Kurier,Dostarczone,2021-11-25
694,UPS,Kurier Pobranie,Anulowane,NULL
695,Pocztex,Kurier,Dostarczone,2022-01-05
696,Pocztex,Kurier,Anulowane,NULL
697,DPD,Kurier Pobranie,Dostarczone,2022-08-18
698,DPD,Kurier,Dostarczone,2023-02-16
699,UPS,Kurier,Anulowane,NULL
700,UPS,Kurier,Dostarczone,2024-12-30
701,Pocztex,Kurier,Dostarczone,2024-08-13
702,DHL,Paczkomat,Dostarczone,2022-02-13
703,Pocztex,Kurier Pobranie,Anulowane,NULL
704,DHL,Kurier,Anulowane,NULL
705,UPS,Kurier,Dostarczone,2025-01-02
706,DPD,Kurier Pobranie,Dostarczone,2024-01-21
707,UPS,Kurier,Dostarczone,2022-05-13
708,Pocztex,Kurier Pobranie,Dostarczone,2021-11-18
709,Pocztex,Kurier Pobranie,Dostarczone,2021-01-19
710,DHL,Kurier Pobranie,Dostarczone,2024-02-04
711,Pocztex,Kurier Pobranie,Dostarczone,2024-07-19
712,InPost,Kurier,Dostarczone,2021-03-28
713,Pocztex,Kurier,Dostarczone,2022-11-15
714,DHL,Kurier,Dostarczone,2023-01-31
715,DPD,Kurier Pobranie,Dostarczone,2024-08-01
716,UPS,Kurier,Dostarczone,2024-09-10
717,DPD,Kurier Pobranie,Dostarczone,2021-06-05
718,UPS,Kurier Pobranie,Dostarczone,2020-08-06
719,DHL,Paczkomat,Dostarczone,2024-07-30
720,UPS,Kurier Pobranie,Dostarczone,2024-02-14
721,DHL,Paczkomat,Dostarczone,2024-11-14
722,DPD,Kurier,Dostarczone,2022-08-26
723,UPS,Kurier Pobranie,Dostarczone,2023-10-12
724,UPS,Kurier,Dostarczone,2024-01-02
725,UPS,Kurier,Dostarczone,2024-03-10
726,InPost,Kurier,Anulowane,NULL
727,DPD,Kurier Pobranie,Dostarczone,2024-02-06
728,DHL,Kurier,Dostarczone,2023-02-10
729,Pocztex,Kurier Pobranie,Dostarczone,2020-03-07
730,DHL,Paczkomat,Dostarczone,2024-11-30
731,UPS,Kurier,Dostarczone,2024-10-04
732,UPS,Kurier,Dostarczone,2020-08-26
733,Pocztex,Kurier,Dostarczone,2021-07-31
734,DHL,Kurier Pobranie,Anulowane,NULL
735,DPD,Kurier,Dostarczone,2020-05-28
736,DPD,Kurier Pobranie,Dostarczone,2024-08-24
737,UPS,Kurier Pobranie,Dostarczone,2024-08-11
738,InPost,Kurier,Dostarczone,2024-12-31
739,DPD,Kurier Pobranie,Dostarczone,2024-09-16
740,InPost,Paczkomat,Dostarczone,2022-02-11
741,DHL,Kurier Pobranie,Anulowane,NULL
742,InPost,Paczkomat,Dostarczone,2024-12-09
743,DHL,Paczkomat,Dostarczone,2022-07-26
744,DPD,Kurier,Anulowane,NULL
745,InPost,Kurier,Dostarczone,2022-08-13
746,Pocztex,Kurier Pobranie,Anulowane,NULL
747,DHL,Kurier Pobranie,Dostarczone,2024-06-14
748,Pocztex,Kurier Pobranie,Dostarczone,2023-07-18
749,UPS,Kurier Pobranie,Dostarczone,2024-10-29
750,DHL,Paczkomat,Dostarczone,2024-01-11
751,DPD,Kurier,Dostarczone,2024-07-25
752,DHL,Kurier,Anulowane,NULL
753,UPS,Kurier Pobranie,Dostarczone,2024-04-29
754,UPS,Kurier Pobranie,Dostarczone,2024-01-13
755,Pocztex,Kurier,Dostarczone,2022-04-11
756,DPD,Kurier Pobranie,Anulowane,NULL
757,DPD,Kurier Pobranie,Anulowane,NULL
758,DHL,Kurier Pobranie,Dostarczone,2021-12-05
759,InPost,Kurier,Dostarczone,2024-05-26
760,InPost,Kurier Pobranie,Anulowane,NULL
761,Pocztex,Kurier Pobranie,Anulowane,NULL
762,Pocztex,Kurier Pobranie,Dostarczone,2022-09-03
763,UPS,Kurier,Dostarczone,2021-12-20
764,InPost,Kurier Pobranie,Anulowane,NULL
765,Pocztex,Kurier,Dostarczone,2024-10-18
766,InPost,Kurier,Dostarczone,2023-02-09
767,InPost,Kurier,Dostarczone,2024-07-17
768,DPD,Kurier Pobranie,Anulowane,NULL
769,UPS,Kurier Pobranie,Anulowane,NULL
770,Pocztex,Kurier Pobranie,Dostarczone,2024-09-28
771,Pocztex,Kurier,Dostarczone,2021-12-27
772,DHL,Kurier Pobranie,Dostarczone,2024-11-23
773,UPS,Kurier,Dostarczone,2024-11-19
774,DHL,Kurier,Anulowane,NULL
775,DHL,Kurier Pobranie,Anulowane,NULL
776,DHL,Paczkomat,Dostarczone,2024-11-16
777,DHL,Kurier Pobranie,Dostarczone,2023-03-24
778,UPS,Kurier Pobranie,Dostarczone,2023-01-13
779,DPD,Kurier,Dostarczone,2020-06-27
780,DPD,Kurier,Dostarczone,2025-01-01
781,DPD,Kurier Pobranie,Dostarczone,2024-07-14
782,DPD,Kurier,Dostarczone,2021-05-19
783,UPS,Kurier,Dostarczone,2023-10-17
784,InPost,Paczkomat,Dostarczone,2024-02-17
785,Pocztex,Kurier Pobranie,Anulowane,NULL
786,InPost,Kurier Pobranie,Dostarczone,2022-12-17
787,DPD,Kurier Pobranie,Dostarczone,2024-08-15
788,DPD,Kurier Pobranie,Dostarczone,2024-06-02
789,Pocztex,Kurier Pobranie,Anulowane,NULL
790,DHL,Kurier Pobranie,Dostarczone,2024-02-05
791,InPost,Kurier Pobranie,Anulowane,NULL
792,Pocztex,Kurier,Dostarczone,2023-12-02
793,Pocztex,Kurier,Dostarczone,2022-07-24
794,InPost,Kurier Pobranie,Dostarczone,2024-04-17
795,InPost,Paczkomat,Dostarczone,2022-06-10
796,InPost,Kurier Pobranie,Dostarczone,2022-02-13
797,DPD,Kurier,Dostarczone,2021-12-27
798,DHL,Kurier,Dostarczone,2023-03-30
799,DHL,Kurier,Dostarczone,2024-12-19
800,InPost,Kurier,Dostarczone,2021-10-07
801,DHL,Kurier,Dostarczone,2021-04-12
802,Pocztex,Kurier,Dostarczone,2024-10-22
803,InPost,Paczkomat,Dostarczone,2022-11-13
804,DHL,Kurier,Anulowane,NULL
805,UPS,Kurier Pobranie,Anulowane,NULL
806,Pocztex,Kurier Pobranie,Dostarczone,2022-03-02
807,UPS,Kurier Pobranie,Anulowane,NULL
808,InPost,Paczkomat,Dostarczone,2023-05-06
809,UPS,Kurier Pobranie,Dostarczone,2024-05-02
810,InPost,Kurier,Anulowane,NULL
811,UPS,Kurier Pobranie,Dostarczone,2024-11-19
812,Pocztex,Kurier Pobranie,Dostarczone,2025-01-01
813,UPS,Kurier Pobranie,Dostarczone,2024-05-21
814,InPost,Paczkomat,Dostarczone,2024-04-18
815,DPD,Kurier Pobranie,Dostarczone,2024-11-27
816,DHL,Kurier Pobranie,Dostarczone,2024-09-13
817,DPD,Kurier,Dostarczone,2023-09-19
818,DHL,Kurier,Dostarczone,2021-09-10
819,DHL,Paczkomat,Dostarczone,2023-08-21
820,DPD,Kurier,Dostarczone,2024-10-29
821,DPD,Kurier,Dostarczone,2020-07-07
822,InPost,Paczkomat,Anulowane,NULL
823,Pocztex,Kurier Pobranie,Dostarczone,2024-12-03
824,DPD,Kurier,Dostarczone,2024-09-26
825,DHL,Paczkomat,Anulowane,NULL
826,DPD,Kurier Pobranie,Anulowane,NULL
827,InPost,Kurier,Dostarczone,2024-11-04
828,DPD,Kurier Pobranie,Dostarczone,2023-03-23
829,UPS,Kurier,Anulowane,NULL
830,DPD,Kurier,Dostarczone,2024-03-20
831,UPS,Kurier Pobranie,Dostarczone,2024-06-28
832,InPost,Paczkomat,Dostarczone,2024-01-04
833,UPS,Kurier Pobranie,Dostarczone,2022-08-27
834,InPost,Kurier Pobranie,Anulowane,NULL
835,InPost,Kurier Pobranie,Anulowane,NULL
836,UPS,Kurier,Dostarczone,2025-01-08
837,Pocztex,Kurier Pobranie,Dostarczone,2024-09-21
838,Pocztex,Kurier Pobranie,Dostarczone,2024-03-13
839,UPS,Kurier Pobranie,Anulowane,NULL
840,Pocztex,Kurier Pobranie,Anulowane,NULL
841,DHL,Kurier Pobranie,Anulowane,NULL
842,InPost,Paczkomat,Dostarczone,2025-01-02
843,DPD,Kurier,Dostarczone,2024-08-15
844,DHL,Kurier Pobranie,Dostarczone,2021-07-30
845,DHL,Paczkomat,Dostarczone,2021-08-14
846,DPD,Kurier,Dostarczone,2024-10-07
847,Pocztex,Kurier Pobranie,Anulowane,NULL
848,InPost,Kurier Pobranie,Anulowane,NULL
849,DPD,Kurier Pobranie,Dostarczone,2024-11-10
850,Pocztex,Kurier,Dostarczone,2022-11-24
851,DHL,Kurier Pobranie,Dostarczone,2024-11-11
852,Pocztex,Kurier Pobranie,Dostarczone,2024-11-09
853,InPost,Paczkomat,Dostarczone,2024-12-14
854,UPS,Kurier Pobranie,Anulowane,NULL
855,InPost,Kurier Pobranie,Dostarczone,2022-04-03
856,DHL,Paczkomat,Dostarczone,2022-05-30
857,UPS,Kurier,Dostarczone,2024-12-30
858,Pocztex,Kurier,Dostarczone,2024-08-15
859,Pocztex,Kurier Pobranie,Dostarczone,2021-02-13
860,Pocztex,Kurier Pobranie,Anulowane,NULL
861,DHL,Kurier Pobranie,Dostarczone,2022-07-03
862,DPD,Kurier,Dostarczone,2024-10-24
863,InPost,Kurier,Dostarczone,2023-08-29
864,UPS,Kurier Pobranie,Dostarczone,2024-01-23
865,InPost,Paczkomat,Dostarczone,2021-04-28
866,InPost,Kurier Pobranie,Dostarczone,2023-03-12
867,DHL,Kurier Pobranie,Dostarczone,2024-12-01
868,UPS,Kurier,Anulowane,NULL
869,InPost,Kurier Pobranie,Dostarczone,2023-06-17
870,Pocztex,Kurier,Dostarczone,2022-02-21
871,Pocztex,Kurier,Anulowane,NULL
872,Pocztex,Kurier,Dostarczone,2021-06-10
873,UPS,Kurier,Dostarczone,2022-11-30
874,InPost,Kurier Pobranie,Dostarczone,2022-03-12
875,Pocztex,Kurier Pobranie,Dostarczone,2024-08-12
876,InPost,Kurier,Dostarczone,2024-11-09
877,UPS,Kurier Pobranie,Anulowane,NULL
878,Pocztex,Kurier Pobranie,Dostarczone,2022-07-16
879,UPS,Kurier,Dostarczone,2024-12-29
880,UPS,Kurier,Dostarczone,2024-11-17
881,DPD,Kurier Pobranie,Anulowane,NULL
882,DPD,Kurier Pobranie,Dostarczone,2021-01-23
883,DHL,Kurier Pobranie,Dostarczone,2024-01-28
884,Pocztex,Kurier Pobranie,Anulowane,NULL
885,DHL,Paczkomat,Dostarczone,2023-11-20
886,UPS,Kurier Pobranie,Anulowane,NULL
887,UPS,Kurier,Dostarczone,2024-02-04
888,DPD,Kurier Pobranie,Dostarczone,2021-03-12
889,DHL,Kurier Pobranie,Dostarczone,2022-12-12
890,UPS,Kurier Pobranie,Anulowane,NULL
891,DHL,Kurier,Dostarczone,2024-06-23
892,Pocztex,Kurier Pobranie,Dostarczone,2024-05-03
893,DHL,Kurier Pobranie,Dostarczone,2024-04-10
894,InPost,Paczkomat,Dostarczone,2023-02-24
895,UPS,Kurier,Dostarczone,2024-12-05
896,Pocztex,Kurier Pobranie,Dostarczone,2023-04-13
897,DHL,Kurier,Anulowane,NULL
898,DPD,Kurier,Dostarczone,2023-08-07
899,DPD,Kurier Pobranie,Dostarczone,2022-10-12
900,DHL,Paczkomat,Dostarczone,2024-05-13
901,Pocztex,Kurier Pobranie,Dostarczone,2024-12-02
902,DPD,Kurier Pobranie,Dostarczone,2024-10-11
903,DPD,Kurier,Dostarczone,2023-06-19
904,DPD,Kurier,Dostarczone,2024-11-02
905,InPost,Kurier,Dostarczone,2022-02-03
906,InPost,Kurier,Anulowane,NULL
907,InPost,Kurier Pobranie,Dostarczone,2023-09-25
908,DHL,Kurier,Dostarczone,2024-04-22
909,DHL,Kurier Pobranie,Dostarczone,2022-10-10
910,Pocztex,Kurier,Dostarczone,2023-10-27
911,DHL,Kurier,Dostarczone,2024-12-01
912,DHL,Kurier,Dostarczone,2023-07-15
913,InPost,Kurier,Dostarczone,2021-09-09
914,DPD,Kurier,Dostarczone,2022-06-03
915,Pocztex,Kurier,Dostarczone,2024-12-09
916,DHL,Kurier Pobranie,Anulowane,NULL
917,DHL,Kurier,Dostarczone,2024-12-25
918,Pocztex,Kurier,Anulowane,NULL
919,DPD,Kurier,Dostarczone,2022-08-23
920,DHL,Kurier,Dostarczone,2024-07-02
921,Pocztex,Kurier,Dostarczone,2021-03-23
922,UPS,Kurier Pobranie,Dostarczone,2024-01-09
923,DHL,Paczkomat,Dostarczone,2024-12-27
924,UPS,Kurier,Dostarczone,2021-10-05
925,InPost,Kurier Pobranie,Dostarczone,2023-04-21
926,DHL,Kurier,Anulowane,NULL
927,DHL,Kurier,Dostarczone,2024-09-29
928,InPost,Paczkomat,Dostarczone,2024-02-27
929,DHL,Kurier,Dostarczone,2024-02-14
930,DPD,Kurier,Dostarczone,2021-09-18
931,DHL,Paczkomat,Dostarczone,2024-03-27
932,Pocztex,Kurier Pobranie,Dostarczone,2024-04-06
933,Pocztex,Kurier Pobranie,Dostarczone,2024-09-10
934,InPost,Kurier,Dostarczone,2023-09-01
935,DPD,Kurier Pobranie,Anulowane,NULL
936,InPost,Kurier,Anulowane,NULL
937,InPost,Paczkomat,Anulowane,NULL
938,Pocztex,Kurier,Dostarczone,2024-08-22
939,UPS,Kurier Pobranie,Dostarczone,2024-11-28
940,Pocztex,Kurier,Dostarczone,2023-10-06
941,UPS,Kurier,Dostarczone,2024-02-12
942,UPS,Kurier,Dostarczone,2023-02-13
943,UPS,Kurier Pobranie,Anulowane,NULL
944,InPost,Kurier Pobranie,Anulowane,NULL
945,Pocztex,Kurier,Dostarczone,2020-07-26
946,DPD,Kurier Pobranie,Dostarczone,2024-11-08
947,UPS,Kurier,Anulowane,NULL
948,DHL,Paczkomat,Dostarczone,2021-12-04
949,DPD,Kurier,Dostarczone,2024-02-16
950,InPost,Paczkomat,Dostarczone,2024-05-13
951,InPost,Paczkomat,Dostarczone,2022-05-31
952,InPost,Paczkomat,Dostarczone,2024-07-06
953,DHL,Kurier Pobranie,Dostarczone,2022-08-15
954,UPS,Kurier Pobranie,Dostarczone,2024-02-27
955,InPost,Kurier Pobranie,Dostarczone,2023-10-10
956,Pocztex,Kurier Pobranie,Dostarczone,2024-12-18
957,DPD,Kurier,Dostarczone,2023-07-17
958,Pocztex,Kurier Pobranie,Dostarczone,2021-07-02
959,Pocztex,Kurier Pobranie,Anulowane,NULL
960,UPS,Kurier,Dostarczone,2021-12-10
961,UPS,Kurier Pobranie,Dostarczone,2024-05-10
962,UPS,Kurier Pobranie,Dostarczone,2024-07-31
963,Pocztex,Kurier,Anulowane,NULL
964,InPost,Kurier Pobranie,Dostarczone,2024-08-09
965,InPost,Paczkomat,Dostarczone,2023-09-15
966,DHL,Paczkomat,Dostarczone,2024-12-14
967,UPS,Kurier Pobranie,Dostarczone,2023-07-28
968,InPost,Kurier Pobranie,Anulowane,NULL
969,Pocztex,Kurier,Dostarczone,2024-12-10
970,Pocztex,Kurier Pobranie,Dostarczone,2024-09-30
971,DPD,Kurier,Dostarczone,2024-04-25
972,Pocztex,Kurier Pobranie,Anulowane,NULL
973,DPD,Kurier,Anulowane,NULL
974,DPD,Kurier Pobranie,Dostarczone,2024-12-30
975,Pocztex,Kurier,Dostarczone,2022-04-13
976,DHL,Paczkomat,Anulowane,NULL
977,Pocztex,Kurier Pobranie,Dostarczone,2023-02-26
978,DHL,Kurier Pobranie,Dostarczone,2024-04-23
979,UPS,Kurier,Dostarczone,2022-11-26
980,DPD,Kurier,Anulowane,NULL
981,DHL,Kurier,Dostarczone,2021-12-25
982,DPD,Kurier Pobranie,Dostarczone,2024-08-02
983,Pocztex,Kurier Pobranie,Dostarczone,2024-12-10
984,DPD,Kurier Pobranie,Dostarczone,2024-11-20
985,DHL,Kurier,Anulowane,NULL
986,InPost,Paczkomat,Dostarczone,2024-03-30
987,DHL,Kurier Pobranie,Dostarczone,2022-09-06
988,InPost,Kurier,Anulowane,NULL
989,DPD,Kurier Pobranie,Anulowane,NULL
990,DHL,Paczkomat,Anulowane,NULL
991,DHL,Paczkomat,Anulowane,NULL
992,DHL,Paczkomat,Dostarczone,2024-04-15
993,InPost,Paczkomat,Anulowane,NULL
994,DHL,Kurier Pobranie,Dostarczone,2024-05-28
995,Pocztex,Kurier Pobranie,Dostarczone,2024-04-01
996,UPS,Kurier Pobranie,Anulowane,NULL
997,DPD,Kurier,Dostarczone,2025-01-05
998,InPost,Kurier,Anulowane,NULL
999,UPS,Kurier Pobranie,Anulowane,NULL
1000,DPD,Kurier,Anulowane,NULL
1001,UPS,Kurier,Anulowane,NULL
1002,InPost,Paczkomat,Dostarczone,2022-06-09
1003,DHL,Kurier,Anulowane,NULL
1004,Pocztex,Kurier Pobranie,Anulowane,NULL
1005,InPost,Kurier,Dostarczone,2024-07-09
1006,Pocztex,Kurier Pobranie,Dostarczone,2024-10-27
1007,Pocztex,Kurier Pobranie,Dostarczone,2020-12-21
1008,UPS,Kurier,Anulowane,NULL
1009,Pocztex,Kurier Pobranie,Dostarczone,2023-02-24
1010,InPost,Kurier,Dostarczone,2023-08-09
1011,DHL,Kurier,Anulowane,NULL
1012,UPS,Kurier Pobranie,Anulowane,NULL
1013,InPost,Kurier,Dostarczone,2021-08-09
1014,UPS,Kurier,Anulowane,NULL
1015,InPost,Kurier,Anulowane,NULL
1016,Pocztex,Kurier,Dostarczone,2024-12-15
1017,InPost,Kurier,Dostarczone,2022-06-13
1018,UPS,Kurier,Dostarczone,2021-11-11
1019,DPD,Kurier,Dostarczone,2024-07-27
1020,UPS,Kurier,Anulowane,NULL
1021,Pocztex,Kurier Pobranie,Anulowane,NULL
1022,DPD,Kurier,Dostarczone,2022-09-25
1023,DHL,Kurier Pobranie,Dostarczone,2022-08-16
1024,Pocztex,Kurier Pobranie,Dostarczone,2022-07-21
1025,UPS,Kurier Pobranie,Dostarczone,2022-04-07
1026,UPS,Kurier,Dostarczone,2023-01-17
1027,DHL,Paczkomat,Dostarczone,2020-12-19
1028,DPD,Kurier,Dostarczone,2020-08-02
1029,DHL,Kurier,Dostarczone,2023-12-06
1030,DPD,Kurier,Dostarczone,2023-08-13
1031,Pocztex,Kurier Pobranie,Dostarczone,2021-08-23
